零件名称,供应商名称,问题描述,故障类别,故障现象,临时措施1,临时措施2,临时措施3,原因分析1,原因分析2
ECU控制器,黄石金承信息有限公司,01月06日，发运场反馈焊接虚焊导致结构强度不足,尺寸,间隙超差,1. 启动整车排查，排查172台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
ECU控制器,精芯传媒有限公司,11月07日，商品化区域反馈尺寸超差导致装配间隙过大,外观,功能失效,1. 启动整车排查，排查148台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
一体式后车架组件,晖来计算机信息有限公司,11月27日，焊装车间反馈表面涂层脱落影响外观质量,结构,连接强度不足,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
车门铰链总成,开发区世创科技有限公司,10月30日，总装车间反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,外观,异响,1. 立即隔离可疑批次，共隔离204件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
顶盖内衬总成,凌颖信息传媒有限公司,09月09日，涂装车间反馈尺寸超差导致装配间隙过大,功能,连接强度不足,1. 立即隔离可疑批次，共隔离222件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
顶盖内衬总成,兰金电子信息有限公司,04月16日，焊装车间反馈尺寸超差导致装配间隙过大,外观,外观缺陷,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
车门铰链总成,明腾信息有限公司,11月21日，商品化区域反馈密封条开胶导致漏水风险,外观,功能失效,1. 启动整车排查，排查194台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
车门铰链总成,浙大万朋传媒有限公司,04月08日，涂装车间反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,功能,外观缺陷,1. 启动整车排查，排查129台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
一体式后车架组件,戴硕电子网络有限公司,04月06日，总装车间反馈焊接虚焊导致结构强度不足,外观,功能失效,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
顶盖内衬总成,华远软件信息有限公司,06月12日，商品化区域反馈电子元件短路导致功能失效,功能,连接强度不足,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
一体式后车架组件,迪摩传媒有限公司,11月19日，总装车间反馈密封条开胶导致漏水风险,尺寸,异响,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
顶盖内衬总成,诺依曼软件信息有限公司,12月01日，涂装车间反馈焊接虚焊导致结构强度不足,外观,间隙超差,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
顶盖内衬总成,思优网络有限公司,04月12日，焊装车间反馈焊接虚焊导致结构强度不足,结构,功能失效,1. 启动整车排查，排查89台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
车门铰链总成,凌颖信息科技有限公司,07月28日，涂装车间反馈电子元件短路导致功能失效,结构,外观缺陷,1. 启动整车排查，排查150台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
线束总成,超艺网络有限公司,07月15日，发运场反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,外观,功能失效,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
车门铰链总成,黄石金承科技有限公司,06月20日，商品化区域反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,外观,间隙超差,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
一体式后车架组件,超艺科技有限公司,07月13日，焊装车间反馈焊接虚焊导致结构强度不足,结构,功能失效,1. 启动整车排查，排查95台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
一体式后车架组件,九方信息有限公司,12月18日，总装车间反馈密封条开胶导致漏水风险,电气,间隙超差,1. 立即隔离可疑批次，共隔离268件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
顶盖内衬总成,恩悌科技有限公司,04月01日，发运场反馈密封条开胶导致漏水风险,功能,功能失效,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
ECU控制器,济南亿次元传媒有限公司,08月31日，焊装车间反馈电子元件短路导致功能失效,外观,功能失效,1. 立即隔离可疑批次，共隔离191件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
一体式后车架组件,商软冠联网络有限公司,09月28日，商品化区域反馈电子元件短路导致功能失效,外观,功能失效,1. 启动整车排查，排查123台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
车门铰链总成,艾提科信科技有限公司,01月15日，商品化区域反馈焊接虚焊导致结构强度不足,结构,间隙超差,1. 立即隔离可疑批次，共隔离248件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
一体式后车架组件,巨奥网络有限公司,10月15日，涂装车间反馈电子元件短路导致功能失效,功能,功能失效,1. 启动整车排查，排查183台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
线束总成,良诺科技有限公司,03月31日，发运场反馈密封条开胶导致漏水风险,外观,异响,1. 启动整车排查，排查152台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
ECU控制器,联通时科科技有限公司,04月19日，商品化区域反馈焊接虚焊导致结构强度不足,电气,连接强度不足,1. 立即隔离可疑批次，共隔离405件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
ECU控制器,浙大万朋网络有限公司,02月08日，总装车间反馈焊接虚焊导致结构强度不足,功能,外观缺陷,1. 立即隔离可疑批次，共隔离470件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
一体式后车架组件,趋势传媒有限公司,03月24日，总装车间反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,功能,外观缺陷,1. 立即隔离可疑批次，共隔离137件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
车门铰链总成,信诚致远信息有限公司,04月21日，涂装车间反馈螺纹孔加工位置度偏移导致螺栓无法拧紧,外观,功能失效,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
ECU控制器,巨奥传媒有限公司,05月05日，焊装车间反馈尺寸超差导致装配间隙过大,功能,异响,1. 立即隔离可疑批次，共隔离498件,2. 对在制品进行100%全检,3. 使用替代工艺进行返修,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
线束总成,诺依曼软件网络有限公司,08月15日，焊装车间反馈电子元件短路导致功能失效,功能,功能失效,1. 启动整车排查，排查175台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：设备定位销磨损导致加工位置度超差,2. 流出原因：终检工位检测方法未能有效识别此缺陷
线束总成,泰麒麟网络有限公司,02月26日，商品化区域反馈密封条开胶导致漏水风险,电气,异响,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
车门铰链总成,海创信息有限公司,11月26日，总装车间反馈密封条开胶导致漏水风险,外观,连接强度不足,1. 启动整车排查，排查170台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
车门铰链总成,佳禾传媒有限公司,07月16日，总装车间反馈表面涂层脱落影响外观质量,外观,外观缺陷,1. 调整工艺参数临时补偿,2. 增加在线检测工位,3. 对库存产品进行复查,1. 根本原因：胶水固化参数设置错误,2. 流出原因：过程巡检未包含此特性检查
ECU控制器,创亿信息有限公司,04月24日，涂装车间反馈焊接虚焊导致结构强度不足,结构,功能失效,1. 启动整车排查，排查56台车辆,2. 供应商现场驻点筛选,3. 启用备用供应商,1. 根本原因：来料批次材料硬度超标,2. 流出原因：供应商出厂检验标准不完善
