序号,零部件名称,供应商名称,故障类型,故障现象,故障比例(%),根本原因
4144,后顶盖外板组件,佳禾信息有限公司,材料,压印,0.4,来料批次材料硬度超标
4145,车门铰链总成,创亿科技有限公司,功能,色差,2.4,胶水固化参数设置错误
4146,线束总成,黄石金承网络有限公司,电气,划伤,1.3,胶水固化参数设置错误
4147,后顶盖外板组件,泰麒麟信息有限公司,电气,压印,3.3,来料批次材料硬度超标
4148,前门密封条,维旺明网络有限公司,尺寸,短路,0.2,胶水固化参数设置错误
4149,ECU控制器,创联世纪信息有限公司,电气,色差,2.3,胶水固化参数设置错误
4150,ECU控制器,彩虹科技有限公司,电气,短路,1.2,设备定位销磨损导致加工位置度超差
4151,后顶盖外板组件,华成育卓网络有限公司,功能,色差,0.1,来料批次材料硬度超标
4152,线束总成,创联世纪信息有限公司,电气,间隙超差,4.1,来料批次材料硬度超标
4153,线束总成,国讯信息有限公司,材料,间隙超差,3.4,设备定位销磨损导致加工位置度超差
4154,线束总成,维旺明传媒有限公司,材料,短路,2.3,设备定位销磨损导致加工位置度超差
4155,前门密封条,惠派国际公司科技有限公司,材料,短路,4.4,胶水固化参数设置错误
4156,前门密封条,群英网络有限公司,外观,压印,3.3,来料批次材料硬度超标
4157,后顶盖外板组件,艾提科信网络有限公司,材料,色差,2.1,来料批次材料硬度超标
4158,ECU控制器,新宇龙信息信息有限公司,材料,色差,1.6,胶水固化参数设置错误
4159,前门密封条,艾提科信信息有限公司,材料,划伤,3,胶水固化参数设置错误
4160,前门密封条,天益信息有限公司,功能,色差,1.5,胶水固化参数设置错误
4161,ECU控制器,富罳信息有限公司,材料,短路,0.4,设备定位销磨损导致加工位置度超差
4162,后顶盖外板组件,明腾信息有限公司,外观,间隙超差,4.8,设备定位销磨损导致加工位置度超差
4163,后顶盖外板组件,盟新网络有限公司,尺寸,压印,3.2,来料批次材料硬度超标
4164,线束总成,东方峻景传媒有限公司,尺寸,短路,1.9,设备定位销磨损导致加工位置度超差
4165,线束总成,恒聪百汇信息有限公司,材料,压印,2.8,来料批次材料硬度超标
4166,ECU控制器,国讯信息有限公司,电气,色差,0.4,设备定位销磨损导致加工位置度超差
4167,ECU控制器,立信电子信息有限公司,电气,压印,3.2,设备定位销磨损导致加工位置度超差
4168,车门铰链总成,MBP软件传媒有限公司,材料,划伤,0.9,设备定位销磨损导致加工位置度超差
4169,前门密封条,创汇信息有限公司,功能,色差,0.8,来料批次材料硬度超标
4170,后顶盖外板组件,商软冠联信息有限公司,功能,压印,1.4,胶水固化参数设置错误
4171,前门密封条,巨奥传媒有限公司,外观,色差,0.7,来料批次材料硬度超标
4172,前门密封条,华远软件网络有限公司,尺寸,间隙超差,3.6,胶水固化参数设置错误
4173,ECU控制器,中建创业传媒有限公司,功能,短路,4.6,胶水固化参数设置错误
4174,车门铰链总成,东方峻景信息有限公司,材料,压印,2.1,来料批次材料硬度超标
4175,后顶盖外板组件,精芯信息有限公司,材料,短路,1.1,来料批次材料硬度超标
4176,前门密封条,创亿网络有限公司,功能,间隙超差,3.4,胶水固化参数设置错误
4177,车门铰链总成,兰金电子传媒有限公司,尺寸,划伤,4.7,胶水固化参数设置错误
4178,线束总成,双敏电子网络有限公司,电气,划伤,4.1,来料批次材料硬度超标
4179,ECU控制器,合联电子网络有限公司,电气,间隙超差,1.1,设备定位销磨损导致加工位置度超差
4180,线束总成,飞海科技信息有限公司,外观,短路,3.6,设备定位销磨损导致加工位置度超差
4181,后顶盖外板组件,同兴万点传媒有限公司,材料,间隙超差,1.6,胶水固化参数设置错误
4182,车门铰链总成,商软冠联网络有限公司,功能,短路,1.2,来料批次材料硬度超标
4183,车门铰链总成,兰金电子信息有限公司,电气,划伤,1.8,来料批次材料硬度超标
4184,ECU控制器,易动力科技有限公司,尺寸,短路,0.7,胶水固化参数设置错误
4185,车门铰链总成,群英科技有限公司,尺寸,间隙超差,4.2,胶水固化参数设置错误
4186,ECU控制器,易动力信息有限公司,材料,划伤,3.6,来料批次材料硬度超标
4187,车门铰链总成,富罳网络有限公司,电气,短路,3.2,来料批次材料硬度超标
4188,车门铰链总成,双敏电子科技有限公司,功能,划伤,0.7,来料批次材料硬度超标
4189,车门铰链总成,图龙信息传媒有限公司,尺寸,划伤,3.5,设备定位销磨损导致加工位置度超差
4190,车门铰链总成,凌云网络有限公司,材料,短路,4.3,胶水固化参数设置错误
4191,ECU控制器,鸿睿思博信息有限公司,电气,压印,1.5,设备定位销磨损导致加工位置度超差
4192,车门铰链总成,新宇龙信息传媒有限公司,电气,色差,0.6,来料批次材料硬度超标
4193,ECU控制器,迪摩传媒有限公司,外观,间隙超差,3.1,胶水固化参数设置错误
4194,前门密封条,信诚致远科技有限公司,尺寸,间隙超差,2.1,设备定位销磨损导致加工位置度超差
4195,后顶盖外板组件,网新恒天网络有限公司,电气,短路,3.6,来料批次材料硬度超标
4196,前门密封条,超艺信息有限公司,尺寸,压印,4.4,胶水固化参数设置错误
4197,前门密封条,明腾信息有限公司,尺寸,压印,2.1,来料批次材料硬度超标
4198,ECU控制器,飞海科技网络有限公司,电气,划伤,4.8,来料批次材料硬度超标
4199,车门铰链总成,易动力传媒有限公司,材料,压印,1.4,胶水固化参数设置错误
4200,前门密封条,艾提科信传媒有限公司,功能,色差,1.9,胶水固化参数设置错误
4201,ECU控制器,昊嘉科技有限公司,材料,划伤,2.2,设备定位销磨损导致加工位置度超差
4202,前门密封条,晖来计算机传媒有限公司,电气,短路,3.1,胶水固化参数设置错误
4203,后顶盖外板组件,中建创业传媒有限公司,材料,压印,1.6,来料批次材料硬度超标
4204,ECU控制器,趋势科技有限公司,材料,划伤,1.8,胶水固化参数设置错误
4205,前门密封条,快讯网络有限公司,功能,间隙超差,2.8,设备定位销磨损导致加工位置度超差
4206,后顶盖外板组件,飞海科技科技有限公司,电气,间隙超差,2.3,设备定位销磨损导致加工位置度超差
4207,车门铰链总成,戴硕电子科技有限公司,外观,短路,4.9,来料批次材料硬度超标
4208,线束总成,MBP软件信息有限公司,功能,间隙超差,1.1,设备定位销磨损导致加工位置度超差
4209,后顶盖外板组件,襄樊地球村信息有限公司,功能,间隙超差,0.6,胶水固化参数设置错误
4210,前门密封条,时刻科技有限公司,尺寸,色差,5,胶水固化参数设置错误
4211,ECU控制器,网新恒天网络有限公司,电气,短路,3.5,设备定位销磨损导致加工位置度超差
4212,车门铰链总成,信诚致远网络有限公司,电气,色差,2.7,来料批次材料硬度超标
4213,后顶盖外板组件,恩悌网络有限公司,电气,压印,1.9,设备定位销磨损导致加工位置度超差
4214,ECU控制器,戴硕电子传媒有限公司,功能,间隙超差,3.2,来料批次材料硬度超标
4215,ECU控制器,迪摩网络有限公司,外观,色差,3.6,设备定位销磨损导致加工位置度超差
4216,前门密封条,天开信息有限公司,功能,划伤,3.1,来料批次材料硬度超标
4217,后顶盖外板组件,思优信息有限公司,尺寸,间隙超差,3.2,来料批次材料硬度超标
4218,后顶盖外板组件,维旺明信息有限公司,材料,色差,1.9,来料批次材料硬度超标
4219,ECU控制器,趋势信息有限公司,电气,短路,1.8,设备定位销磨损导致加工位置度超差
4220,线束总成,华远软件传媒有限公司,外观,划伤,3.1,胶水固化参数设置错误
4221,线束总成,易动力传媒有限公司,尺寸,压印,2.1,胶水固化参数设置错误
4222,后顶盖外板组件,图龙信息科技有限公司,功能,色差,3,来料批次材料硬度超标
4223,线束总成,雨林木风计算机科技有限公司,功能,色差,4.3,胶水固化参数设置错误
4224,线束总成,艾提科信信息有限公司,电气,压印,4.6,设备定位销磨损导致加工位置度超差
4225,前门密封条,创亿网络有限公司,电气,压印,2.2,来料批次材料硬度超标
4226,前门密封条,恩悌科技有限公司,电气,压印,3.6,来料批次材料硬度超标
4227,车门铰链总成,太极传媒有限公司,电气,划伤,3.5,来料批次材料硬度超标
4228,车门铰链总成,七喜传媒有限公司,功能,压印,3.7,设备定位销磨损导致加工位置度超差
4229,后顶盖外板组件,浙大万朋科技有限公司,功能,色差,0.7,来料批次材料硬度超标
4230,前门密封条,数字100信息有限公司,外观,间隙超差,3.9,来料批次材料硬度超标
4231,线束总成,时刻信息有限公司,电气,划伤,4.4,设备定位销磨损导致加工位置度超差
4232,后顶盖外板组件,万迅电脑网络有限公司,材料,划伤,1.9,设备定位销磨损导致加工位置度超差
4233,线束总成,创联世纪传媒有限公司,电气,划伤,3.2,设备定位销磨损导致加工位置度超差
4234,ECU控制器,时刻信息有限公司,功能,压印,1,胶水固化参数设置错误
4235,后顶盖外板组件,南康信息有限公司,材料,短路,1.5,来料批次材料硬度超标
4236,线束总成,恩悌科技有限公司,电气,间隙超差,4,胶水固化参数设置错误
4237,车门铰链总成,昂歌信息信息有限公司,电气,压印,4.9,设备定位销磨损导致加工位置度超差
4238,ECU控制器,双敏电子信息有限公司,尺寸,色差,0.6,设备定位销磨损导致加工位置度超差
4239,后顶盖外板组件,凌云传媒有限公司,功能,压印,3.9,设备定位销磨损导致加工位置度超差
4240,车门铰链总成,立信电子信息有限公司,电气,间隙超差,1.7,来料批次材料硬度超标
4241,车门铰链总成,七喜传媒有限公司,外观,间隙超差,2.5,胶水固化参数设置错误
4242,后顶盖外板组件,鑫博腾飞传媒有限公司,外观,间隙超差,2.5,来料批次材料硬度超标
4243,前门密封条,创联世纪传媒有限公司,尺寸,色差,2.4,设备定位销磨损导致加工位置度超差
4244,车门铰链总成,时刻网络有限公司,电气,色差,2.3,胶水固化参数设置错误
4245,ECU控制器,网新恒天科技有限公司,材料,色差,3,设备定位销磨损导致加工位置度超差
4246,前门密封条,盟新网络有限公司,电气,短路,0.5,设备定位销磨损导致加工位置度超差
4247,线束总成,时刻网络有限公司,功能,色差,2.2,来料批次材料硬度超标
4248,ECU控制器,飞海科技网络有限公司,外观,短路,0.8,设备定位销磨损导致加工位置度超差
4249,后顶盖外板组件,国讯信息有限公司,尺寸,短路,4.8,胶水固化参数设置错误
4250,后顶盖外板组件,艾提科信传媒有限公司,外观,压印,4.1,设备定位销磨损导致加工位置度超差
4251,ECU控制器,快讯传媒有限公司,外观,压印,2.3,设备定位销磨损导致加工位置度超差
4252,线束总成,浦华众城网络有限公司,材料,划伤,0.9,设备定位销磨损导致加工位置度超差
4253,后顶盖外板组件,华泰通安网络有限公司,尺寸,间隙超差,4.7,设备定位销磨损导致加工位置度超差
4254,线束总成,时刻传媒有限公司,电气,压印,1.1,来料批次材料硬度超标
4255,前门密封条,超艺网络有限公司,功能,色差,3,来料批次材料硬度超标
4256,前门密封条,创亿信息有限公司,电气,压印,3.9,胶水固化参数设置错误
4257,ECU控制器,毕博诚网络有限公司,功能,色差,4.9,来料批次材料硬度超标
4258,前门密封条,时空盒数字网络有限公司,尺寸,短路,4.5,来料批次材料硬度超标
4259,线束总成,九方信息有限公司,材料,色差,1.4,胶水固化参数设置错误
4260,ECU控制器,天开科技有限公司,电气,间隙超差,4.2,设备定位销磨损导致加工位置度超差
4261,后顶盖外板组件,诺依曼软件网络有限公司,外观,划伤,4.6,来料批次材料硬度超标
4262,线束总成,开发区世创网络有限公司,电气,间隙超差,1.6,设备定位销磨损导致加工位置度超差
4263,后顶盖外板组件,开发区世创信息有限公司,电气,短路,1.7,设备定位销磨损导致加工位置度超差
4264,后顶盖外板组件,惠派国际公司科技有限公司,外观,短路,1.3,设备定位销磨损导致加工位置度超差
4265,ECU控制器,良诺传媒有限公司,尺寸,间隙超差,4.8,胶水固化参数设置错误
4266,前门密封条,黄石金承网络有限公司,材料,压印,2.6,来料批次材料硬度超标
4267,ECU控制器,太极传媒有限公司,电气,划伤,0.3,设备定位销磨损导致加工位置度超差
